price,mileage,power,make_model,date,fuel,gear,offer_type
11999,1038,1.0,Suzuki V-Strom 1050,01/2020,Gasoline,Manual,Used
3590,0,206.15759843345688,Polaris Outlaw,07/2021,Diesel,Manual,Used
9000,25000,46.0,Yamaha TMAX SX,06/2019,Gasoline,Manual,Used
7500,4000,88.0,Harley-Davidson Street Rod,11/2019,Gasoline,Manual,Used
11250,6410,206.15759843345688,Aprilia RSV4,07/2011,Gasoline,Manual,Used
20000,800,158.0,Ducati Multistrada 1260,10/2018,Gasoline,Manual,Used
8450,34500,182.0,Yamaha YZF-R1,02/2009,Gasoline,Manual,Used
16650,5900,179.0,KTM 1290 Super Duke R,11/2020,Gasoline,Semi-automatic,Used
11999,12956,206.15759843345688,Yamaha MT-10,06/2018,Gasoline,Manual,Used
6250,12100,91.0,Honda CB 650,08/2017,Gasoline,Manual,Used
11690,14300,173.0,KTM 1290 Super Duke R,06/2014,Gasoline,Manual,Used
6999,2166,206.15759843345688,Honda CB 500,01/2018,Gasoline,Manual,Used
15900,11400,193.0,BMW HP4,02/2015,Gasoline,Manual,Used
10000,7200,114.0,Yamaha MT-09,09/2018,Gasoline,Semi-automatic,Used
2600,39000,41.0,Piaggio X 10,10/2013,Gasoline,Automatic,Used
13000,2972,110.0,BMW R nineT,07/2019,Gasoline,Manual,Used
11000,23000,200.0,Kawasaki Ninja ZX-10R,06/2015,Gasoline,Manual,Used
13590,1000,206.15759843345688,Yamaha Niken,07/2020,Gasoline,Manual,Used
15999,987,136.0,BMW R 1250 R,03/2021,Gasoline,Manual,Demonstration
28500,2,63.0,Moto Guzzi V 7,07/1972,Gasoline,Manual,Used
600,171,1.0,Znen Legend Scooter,10/2011,Gasoline,Manual,Used
12300,9000,67.0,Harley-Davidson Sportster,10/2018,Gasoline,Manual,Used
2500,30000,45.0,KTM 390 Duke,06/2013,Gasoline,Manual,Used
7890,14844,206.15759843345688,Yamaha MT-09,05/2018,Gasoline,Manual,Used
6500,11600,39.0,Piaggio MP3 500,07/2016,Gasoline,Manual,Used
1500,46500,48.0,Yamaha Majesty 400,04/2009,Gasoline,Manual,Used
22000,13000,87.0,Harley-Davidson Electra Glide,05/2015,Gasoline,Manual,Used
10999,23268,95.0,KTM 790 Duke,01/2020,Gasoline,Manual,Used
9798,0,206.15759843345688,Honda CB 650,01/2021,Gasoline,Manual,New
14000,691,110.0,BMW R nineT,08/2020,Gasoline,Manual,Used
8999,10364,111.0,Kawasaki Z 900,08/2018,Gasoline,Manual,Used
6800,200,22.0,Kymco MXU 300,04/2021,Gasoline,Automatic,Used
7000,13872,60.0,BMW C 650,03/2017,Gasoline,Manual,Used
12450,6531,95.0,BMW F 850 GS,01/2018,Gasoline,Manual,Used
7000,123456,24.0,Ariel Motorcycles HT,01/1941,Gasoline,Manual,Used
6490,8399,206.15759843345688,Ducati Scrambler,07/2018,Gasoline,Manual,Used
7000,41000,124.0,Yamaha YZF-R6,04/2012,Gasoline,Manual,Used
39900,5310,71.0,Harley-Davidson Softail,04/2008,Gasoline,Manual,Used
9990,5584,206.15759843345688,Ducati Scrambler,04/2017,Gasoline,Manual,Used
6000,230,24.0,Others,07/2013,Diesel,Manual,Used
6999,5276,206.15759843345688,Honda NC 750,01/2016,Gasoline,Manual,Used
11000,11700,206.15759843345688,Honda CBR 1000,03/2015,Gasoline,Manual,Used
8590,46604,206.15759843345688,Triumph Tiger 800,11/2016,Gasoline,Manual,Used
18450,18200,125.0,BMW R 1200 GS,05/2016,Gasoline,Manual,Used
6500,4000,48.0,Fantic Caballero 500,06/2020,Gasoline,Manual,Used
10999,1186,150.0,Suzuki Katana 1000,01/2020,Gasoline,Manual,Demonstration
13500,12600,125.0,BMW R 1200 RS,02/2018,Gasoline,Manual,Used
400,37000,14.0,Malaguti Blog 160,01/2009,Gasoline,Manual,Used
9000,68632,83.0,Laverda 1000,02/1983,Gasoline,Manual,Used
1400,2760,11.0,Mash Seventyfive 125,05/2015,Gasoline,Manual,Used
7500,2300,48.0,Honda CTX 700,06/2016,Gasoline,Manual,Used
8989,28403,139.0,Kawasaki Z 1000,04/2013,Gasoline,Manual,Used
1900,29000,33.0,Kymco Downtown 300i,11/2010,Gasoline,Automatic,Used
10000,47700,68.0,Harley-Davidson 1200 Custom,07/2014,Gasoline,Manual,Used
2250,501,206.15759843345688,Others,09/2020,Gasoline,Manual,Used
18990,9300,121.0,Harley-Davidson V-Rod,08/2017,Gasoline,Manual,Used
20800,3350,200.0,Yamaha Vmax,04/2017,Gasoline,Manual,Used
6100,21000,163.0,Yamaha MT-09,03/2014,Gasoline,Manual,Used
12490,22168,145.0,Ducati 899 Panigale,01/2014,Gasoline,Manual,Used
10250,26171,206.15759843345688,Honda VFR 800,01/2016,Gasoline,Manual,Used
2100,22000,14.0,Vespa Primavera 150 3V,05/2014,Gasoline,Manual,Used
6350,40900,109.0,BMW R 1200 R,04/2010,Gasoline,Manual,Used
6700,50000,185.0,Suzuki GSX-R 1000,06/2010,Gasoline,Manual,Used
14990,41668,125.0,BMW R 1200 GS,03/2017,Gasoline,Manual,Used
18500,11600,71.0,Harley-Davidson Heritage Softail,07/2005,Gasoline,Manual,Used
10375,25,73.0,Yamaha,06/2020,Gasoline,Manual,Used
1700,44000,169.0,Honda SH 150,02/2015,Gasoline,Manual,Used
10100,238,206.15759843345688,Husqvarna 701 Supermoto,04/2021,Gasoline,Manual,Used
10699,0,206.15759843345688,Kawasaki Z 900,01/2021,Gasoline,Manual,New
16500,0,206.15759843345688,Triumph Tiger 900,01/2021,Gasoline,Manual,New
7000,16890,75.0,BMW F 700 GS,07/2015,Gasoline,Manual,Used
8900,54196,110.0,BMW R 1200 GS,03/2011,Gasoline,Manual,Used
10000,30000,63.0,Yamaha XV 1600,06/1999,Gasoline,Manual,Used
200,16000,170.0,Yamaha Cygnus,05/1999,Gasoline,Manual,Used
12250,24053,165.0,BMW S 1000 XR,06/2017,Gasoline,Manual,Used
12800,53231,206.15759843345688,BMW K 1600 GT,07/2014,Gasoline,Manual,Used
9500,13000,54.0,Honda X-ADV,07/2019,Gasoline,Manual,Used
6950,23300,48.0,Kawasaki VN 900,10/2016,Gasoline,Manual,Used
2250,1386,38.0,Peugeot Django 50,07/2015,Gasoline,Manual,Used
25000,650,48.0,Harley-Davidson Fat Bob,04/2018,Gasoline,Manual,Used
1090,9800,1.0,Peugeot Vivacity 50,09/2010,Gasoline,Automatic,Used
6990,2344,20.0,KTM 500 EXC,12/2015,Gasoline,Manual,Used
9200,3030,48.0,Kymco MXU 700,05/2017,Gasoline,Automatic,Used
6500,23000,114.0,Suzuki GSX-S 750,07/2019,Gasoline,Manual,Used
10000,19400,207.0,BMW S 1000 RR,01/2015,Gasoline,Manual,Used
24750,11532,136.0,BMW R 1250 RT,03/2020,Gasoline,Manual,Used
2400,16000,41.0,Cectek Quadrift 500,09/2010,Gasoline,Manual,Used
6999,5158,48.0,Honda CTX 700,05/2015,Gasoline,Automatic,Used
9999,0,206.15759843345688,Yamaha Tracer 700,01/2021,Gasoline,Manual,New
9499,1098,125.0,Kawasaki Z 900,07/2019,Gasoline,Manual,Used
9000,19000,60.0,BMW R 100 GS,05/1993,Gasoline,Manual,Used
6900,700,71.0,Suzuki V-Strom 650,09/2019,Gasoline,Manual,Used
7800,7699,53.0,Suzuki Burgman 650,08/2018,Gasoline,Automatic,Used
10290,2500,48.0,BMW F 900 R,03/2021,Gasoline,Manual,Demonstration
7500,10000,500.0,Piaggio MP3 500,05/2016,Gasoline,Manual,Used
8500,17700,125.0,BMW R 1200 RS,01/2015,Gasoline,Manual,Used
22000,25000,101.0,Harley-Davidson Road King,07/2015,Gasoline,Manual,Used
7250,477,69.0,Kawasaki Ninja 650,03/2020,Gasoline,Manual,Used
21100,0,206.15759843345688,KTM 1290 Super Duke R,01/2021,Gasoline,Manual,New
8990,25700,206.15759843345688,BMW R 1200 R,01/2015,Gasoline,Manual,Used
7250,40000,131.0,Honda VTX 1800,01/2002,Gasoline,Manual,Used
10900,13500,79.0,Harley-Davidson Sportster 1200,07/2002,Gasoline,Manual,Used
15000,72000,125.0,BMW R 1200 GS,07/2017,Gasoline,Manual,Used
6000,2500,22.0,Vespa GTS 300,08/2018,Gasoline,Manual,Used
6240,33500,105.0,BMW R 1200,03/2009,Gasoline,Manual,Used
10790,6338,116.0,Yamaha Niken,10/2018,Gasoline,Manual,Used
9600,2000,58.0,BMW R 80/7,02/1978,Gasoline,Manual,Used
1700,3000,14.0,Malaguti XTM,11/2009,Two Stroke Gasoline,Manual,Used
18000,15500,15.0,Yamaha Xenter 150,05/2017,Gasoline,Manual,Used
10600,49904,107.0,BMW R 1200 RS,04/2016,Gasoline,Manual,Used
3829,0,206.15759843345688,Vespa Sprint,01/2021,Gasoline,Manual,New
10499,18200,77.0,Triumph Bonneville Bobber,07/2018,Gasoline,Manual,Used
14900,1,203.0,Suzuki GSX-R 1000,01/2018,Gasoline,Manual,Used
10000,4000,68.0,Harley-Davidson Sportster 1200,06/2014,Gasoline,Manual,Used
21000,1900,110.0,Harley-Davidson Fat Boy,06/2018,Gasoline,Manual,Used
11999,22000,160.0,Harley-Davidson Dyna Street Bob,06/2010,Gasoline,Manual,Used
19990,3,165.0,BMW S 1000 XR,02/2020,Gasoline,Manual,Used
7499,1300,206.15759843345688,Yamaha SCR 950,04/2017,Gasoline,Manual,Used
18000,99999,42.0,Triumph Thunderbird 6T,01/1952,Gasoline,Manual,Used
8999,0,206.15759843345688,CF Moto CForce 625,07/2021,Diesel,Manual,Used
10000,44000,82.0,Triumph Thunderbird Sport,01/2004,Gasoline,Manual,Used
9000,42292,129.0,Honda VFR 1200,03/2012,Gasoline,Automatic,Used
10750,850,105.0,BMW F 900 R,03/2021,Gasoline,Manual,Demonstration
1990,290,4.0,SYM Jet 14,03/2021,Gasoline,Automatic,Used
10798,0,95.0,Honda CBR 650,01/2021,Gasoline,Manual,New
7999,150,29.0,Others,01/2020,Gasoline,Automatic,Demonstration
6990,24000,118.0,Kawasaki Versys 1000,02/2013,Gasoline,Manual,Used
9000,13081,116.0,Yamaha MT-09,04/2019,Gasoline,Manual,Used
33799,0,206.15759843345688,Can Am Maverick,07/2021,Diesel,Manual,Used
11899,0,73.0,Yamaha Ténéré 700,01/2021,Gasoline,Manual,New
6990,10100,61.0,Kawasaki Vulcan S,10/2016,Gasoline,Manual,Used
16900,3500,206.15759843345688,Ducati Monster 1200,05/2020,Gasoline,Manual,Used
3000,16500,279.0,Honda SH 300,04/2014,Gasoline,Automatic,Used
8750,21900,143.0,Kawasaki Z 1000,01/2015,Gasoline,Manual,Used
11950,25900,107.0,BMW R 1200 GS,04/2015,Gasoline,Manual,Used
7200,40000,67.0,Suzuki VS 1400,05/1992,Gasoline,Manual,Used
16590,2296,136.0,BMW R 1250 RS,04/2020,Gasoline,Manual,Used
7490,25446,145.0,Suzuki GSX-S 1000,08/2015,Gasoline,Manual,Used
12500,3100,95.0,BMW F 850 GS,07/2019,Gasoline,Manual,Used
8000,15000,39.0,Yamaha XVS 650,08/1999,Gasoline,Manual,Used
16500,23000,82.0,Harley-Davidson Heritage Softail,03/1997,Gasoline,Manual,Used
14290,6094,95.0,Honda CRF 1000,01/2019,Gasoline,Manual,Used
17000,15000,158.0,Ducati Multistrada 1260,06/2019,Gasoline,Manual,Used
21900,1116,206.15759843345688,BMW R18 Classic,06/2021,Gasoline,Manual,Used
10499,6350,88.0,Victory Boardwalk,06/2017,Gasoline,Manual,Used
9750,1090,73.0,Ducati Scrambler,01/2017,Gasoline,Manual,Used
17500,38500,18.0,Zündapp DS 350,07/1938,Gasoline,Manual,Used
17000,15500,87.0,Harley-Davidson Electra Glide,07/2014,Gasoline,Manual,Used
10000,30710,58.0,Harley-Davidson Fat Boy,09/1999,Gasoline,Manual,Used
7658,0,206.15759843345688,Honda CMX 500,01/2021,Gasoline,Manual,New
24490,4600,94.0,Harley-Davidson Fat Boy,07/2018,Gasoline,Manual,Used
12490,1970,105.0,BMW F 900 XR,03/2021,Gasoline,Manual,Demonstration
8999,43000,206.15759843345688,Yamaha FJR 1300,01/2010,Gasoline,Manual,Used
9000,17000,165.0,BMW S 1000 R,01/2017,Gasoline,Manual,Used
12299,0,206.15759843345688,Yamaha MT-09,01/2020,Gasoline,Manual,New
17490,24401,206.15759843345688,Others,09/2018,Gasoline,Manual,Used
2490,11145,11.0,Honda PCX 125,05/2017,Gasoline,Automatic,Used
2850,26000,44.0,KTM 390 Duke,04/2015,Gasoline,Manual,Used
7900,500,31.0,Quadro,03/2020,Gasoline,Automatic,Used
23500,3900,101.0,Ducati Panigale V4,04/2018,Gasoline,Manual,Used
12000,7873,109.0,BMW R nineT,03/2017,Gasoline,Manual,Used
18319,943,136.0,BMW R 1250 R,03/2021,Gasoline,Manual,Demonstration
8400,72000,125.0,Harley-Davidson VRSC Night Rod,07/2008,Gasoline,Manual,Used
8990,19491,145.0,Suzuki GSX-S 1000,06/2017,Gasoline,Manual,Used
2100,22409,34.0,Suzuki Burgman 400,08/2014,Gasoline,Manual,Used
8000,17494,125.0,Triumph Tiger 1050,07/2013,Gasoline,Manual,Used
9249,0,206.15759843345688,Kawasaki Vulcan S,01/2021,Gasoline,Manual,New
800,9400,4.0,Kymco People S 50,05/2013,Gasoline,Manual,Used
12450,21904,160.0,BMW S 1000 XR,03/2018,Gasoline,Manual,Used
26990,6800,92.0,Harley-Davidson,12/2016,Gasoline,Manual,Used
11500,12544,113.0,Ducati Multistrada 950,08/2018,Gasoline,Manual,Used
7000,69000,111.0,Yamaha XTZ 1200,06/2011,Gasoline,Manual,Used
7700,24764,206.15759843345688,Kawasaki Z 900,02/2018,Gasoline,Manual,Used
1800,3930,5.0,Piaggio 50 N,12/2018,Gasoline,Automatic,Used
12799,0,206.15759843345688,Can Am Outlander,07/2021,Diesel,Manual,Used
7000,6000,60.0,BMW C 650 GT,06/2016,Gasoline,Manual,Used
14990,23600,206.15759843345688,BMW R 1200 GS,03/2018,Gasoline,Manual,Used
8000,9000,120.0,Kawasaki Z 800,06/2014,Gasoline,Manual,Used
7999,9366,118.0,Kawasaki,04/2013,Gasoline,Manual,Used
2700,12200,3.0,Honda SH 150,11/2017,Gasoline,Manual,Used
2199,1500,15.0,Bullit Spirit,06/2019,Gasoline,Manual,Used
2000,3000,10.0,SYM SYMNH X,05/2020,Gasoline,Manual,Used
13590,0,206.15759843345688,Ducati,01/2021,Gasoline,Manual,New
6000,9000,34.0,KTM 125 EXC,11/2007,Two Stroke Gasoline,Manual,Used
19990,84535,42.0,BMW R 69 S,04/1967,Gasoline,Manual,Antique / Classic
10890,4000,15.0,BMW C Evolution,05/2014,Electric,Manual,Used
17450,23500,136.0,BMW R 1250 GS,10/2018,Gasoline,Semi-automatic,Used
2350,21000,38.0,Kymco Xciting 500i,05/2010,Gasoline,Manual,Used
19500,6800,87.0,Harley-Davidson Road King,01/2015,Gasoline,Manual,Used
8199,14000,206.15759843345688,Yamaha XSR 700,01/2016,Gasoline,Manual,Used
1200,3000,68.0,Kymco Super 9,01/2013,Gasoline,Manual,Used
35000,1,18.0,Gnome et Rhône AX II,01/1937,Gasoline,Manual,Used
8000,71635,73.0,Harley-Davidson Deluxe,05/2009,Gasoline,Manual,Used
8900,17700,10.0,Triumph Speed Triple S,06/2016,Gasoline,Manual,Used
9499,0,206.15759843345688,Suzuki V-Strom 650,01/2021,Gasoline,Manual,New
6490,2150,61.0,Kawasaki Vulcan S,06/2017,Gasoline,Manual,Used
11990,3532,95.0,BMW F 850 GS,04/2019,Gasoline,Manual,Used
700,11350,5.0,TGB Bullet 50,05/2009,Gasoline,Manual,Used
16490,21898,205.0,Ducati 1299 Panigale,07/2015,Gasoline,Semi-automatic,Used
11490,12225,206.15759843345688,Yamaha Tracer 900,06/2020,Gasoline,Manual,Used
6100,27677,106.0,Triumph Street Triple R,03/2013,Gasoline,Manual,Used
10600,12000,114.0,Ducati Hypermotard 950,09/2019,Gasoline,Manual,Used
31900,100,126.0,Honda GL 1800,04/2020,Gasoline,Manual,Used
1890,28500,206.15759843345688,Yamaha X-City 125,04/2011,Gasoline,Manual,Used
15490,0,206.15759843345688,Honda,01/2021,Gasoline,Manual,New
9200,63218,160.0,KTM 1290 Super Adventure,04/2015,Gasoline,Manual,Used
1690,2507,3.0,Piaggio,04/2020,Gasoline,Automatic,Used
2500,20000,15.0,KTM 125 Duke,08/2015,Gasoline,Manual,Used
17990,8950,200.0,Yamaha YZF-R1,12/2016,Gasoline,Manual,Used
10950,73306,145.0,Yamaha FJR 1300,04/2013,Gasoline,Automatic,Used
11195,1,64.0,Moto Guzzi V 7,01/2021,Gasoline,Manual,New
6250,20000,106.0,Suzuki GSR 750,07/2015,Gasoline,Manual,Used
8699,0,206.15759843345688,Kawasaki Ninja 650,01/2020,Gasoline,Manual,New
8490,54500,206.15759843345688,BMW R 1200 GS,01/2009,Gasoline,Manual,Used
12500,23390,125.0,BMW R 1200 GS,08/2014,Gasoline,Manual,Used
24750,5401,206.15759843345688,Harley-Davidson Softail,01/2019,Gasoline,Manual,Used
6200,4581,48.0,Honda NC 700,07/2013,Gasoline,Manual,Used
10000,19700,154.0,Ducati Diavel,11/2011,Gasoline,Manual,Used
6000,10250,54.0,Honda NC 750,09/2018,Gasoline,Manual,Used
11989,16076,143.0,Kawasaki Z 1000,04/2014,Gasoline,Manual,Used
12199,41545,206.15759843345688,BMW R 1200 GS,06/2013,Gasoline,Manual,Used
14450,52500,160.0,BMW K 1600 GT,06/2015,Gasoline,Manual,Used
16495,5313,206.15759843345688,BMW R 1200 GS LC,01/2017,Gasoline,Manual,Used
13299,0,206.15759843345688,Yamaha TMAX 560,01/2021,Gasoline,Automatic,New
6600,9873,75.0,KTM 690 Duke,07/2017,Gasoline,Manual,Used
9445,47943,206.15759843345688,KTM 1190 Adventure,11/2013,Gasoline,Manual,Used
980,15400,10.0,SYM Symphony 125,01/2012,Gasoline,Manual,Used
21900,10000,299.0,BMW R 50,04/1969,Others,Manual,Used
11500,9200,165.0,BMW S 1000 R,08/2017,Gasoline,Manual,Used
31990,1460,126.0,Honda GL 1800,05/2020,Gasoline,Automatic,Demonstration
11490,2776,95.0,BMW F 850 GS,09/2019,Gasoline,Manual,Used
7000,6001,54.0,Yamaha TMAX 530,05/2014,Gasoline,Automatic,Used
3500,2,12.0,Honda PCX 125,07/2021,Gasoline,Automatic,Used
12000,14000,165.0,BMW S 1000 R,05/2020,Gasoline,Manual,Used
1800,30000,11.0,Suzuki DR 125,04/2011,Gasoline,Manual,Used
7650,4200,95.0,Honda CBR 650,03/2019,Gasoline,Manual,Used
8580,33247,150.0,KTM 1190 Adventure,09/2013,Gasoline,Manual,Used
10000,9960,61.0,Aprilia RS 250,07/1995,Gasoline,Manual,Used
10650,22400,95.0,BMW F 850 GS,06/2018,Gasoline,Manual,Used
15000,123456,140.0,Yamaha Vmax,03/1997,Gasoline,Manual,Used
6500,37000,34.0,Kawasaki Ninja ZX-6R,06/2009,Gasoline,Manual,Used
11500,32000,156.0,BMW S 1000 XR,02/2017,Gasoline,Manual,Used
10800,1000,54.0,Honda X-ADV,09/2020,Gasoline,Manual,Used
6790,25580,118.0,Kawasaki Versys 1000,03/2012,Gasoline,Manual,Used
6650,24500,95.0,Buell XB 12,05/2009,Gasoline,Manual,Used
23290,7388,213.0,Ducati,01/2018,Gasoline,Manual,Used
7300,1000,76.0,KTM 300 EXC,06/2019,Two Stroke Gasoline,Manual,Used
6200,27000,173.0,Honda VFR 1200,07/2010,Gasoline,Manual,Used
11900,36000,140.0,Triumph Tiger Explorer,06/2016,Gasoline,Manual,Used
6100,900,26.0,Piaggio MP3 300,01/2020,Gasoline,Automatic,Used
850,1761,8.0,Znen,06/2013,Gasoline,Manual,Used
6500,19000,61.0,BMW C 650,07/2016,Gasoline,Manual,Used
13370,140,206.15759843345688,Zero,01/2021,Gasoline,Manual,New
6750,22879,206.15759843345688,Yamaha MT-07,01/2019,Gasoline,Manual,Used
8489,48483,150.0,KTM 1190 Adventure,03/2016,Gasoline,Manual,Used
8900,35000,105.0,BMW R 1200 GS,04/2011,Gasoline,Manual,Used
18595,300,155.0,Ducati,02/2021,Gasoline,Manual,Used
12900,18000,200.0,Kawasaki ZZR 1400,11/2013,Gasoline,Manual,Used
1700,10000,15.0,KSR Moto TR 125,09/2017,Gasoline,Manual,Used
350,999999,4.0,REX 50,01/2011,Gasoline,Manual,Used
2100,1780,20.0,Others MGM Quad`s,09/2015,Gasoline,Manual,Used
9300,4288,95.0,BMW F 900 R,03/2020,Gasoline,Manual,Demonstration
20300,1800,165.0,BMW S 1000 XR,03/2021,Gasoline,Automatic,Used
10499,0,206.15759843345688,CF Moto CForce 850,07/2021,Diesel,Manual,Used
13500,2500,107.0,BMW R 1200 RS,08/2018,Gasoline,Manual,Used
250,30000,30.0,Kymco People One,06/2004,Gasoline,Manual,Used
800,86,14.0,Rolektro Eco-City,06/2020,Electric,Manual,Used
9500,135,18.0,Zündapp KS 125,06/1969,Two Stroke Gasoline,Manual,Used
6000,34000,109.0,Ducati Monster 821,09/2014,Gasoline,Manual,Used
11599,0,206.15759843345688,Can Am Renegade,07/2021,Diesel,Manual,Used
7000,4000,206.15759843345688,Honda CBR 1000,09/2010,Gasoline,Manual,Used
12495,11759,206.15759843345688,Harley-Davidson Sportster XR 1200,01/2011,Gasoline,Manual,Used
2500,4400,20.0,Shineray XY 250,07/2014,Gasoline,Manual,Used
11800,22867,206.15759843345688,Harley-Davidson Sportster 1200,01/2016,Gasoline,Manual,Used
7289,21070,107.0,Honda CBF 1000,01/2013,Gasoline,Manual,Used
300,15672,61.0,Explorer Race 50,08/2010,Gasoline,Automatic,Used
11000,33508,77.0,Harley-Davidson Dyna Street Bob,02/2014,Gasoline,Manual,Used
7600,48200,86.0,BMW F 800 GS,05/2009,Gasoline,Manual,Used
7500,2300,48.0,Honda CTX 700,06/2016,Gasoline,Manual,Used
10490,27400,90.0,Yamaha XV 1900,06/2009,Gasoline,Manual,Used
11990,13516,67.0,Harley-Davidson Sportster 1200,05/2018,Gasoline,Manual,Used
9500,22000,167.0,Suzuki GSX-S 1000,08/2015,Gasoline,Manual,Used
8900,359,54.0,Yamaha,07/2020,Gasoline,Manual,Used
10990,15365,206.15759843345688,Yamaha YZF 1000,03/2013,Gasoline,Manual,Used
11999,3669,58.0,Honda VT 1300,01/2012,Gasoline,Manual,Used
66550,0,102.0,Brough Superior,- (First Registration),Gasoline,Manual,New
8200,56300,110.0,Yamaha XT 1200,03/2012,Gasoline,Manual,Used
9500,7,48.0,Kawasaki W 800,12/2020,Gasoline,Manual,Used
20649,1,206.15759843345688,Kawasaki,01/2020,Gasoline,Manual,New
10500,26000,1088.0,MV Agusta Turismo Veloce 800,05/2015,Gasoline,Manual,Used
9999,4440,206.15759843345688,Yamaha Tracer 700,01/2020,Gasoline,Manual,Used
550,4600,3.0,Nova Motors Retro Cruiser,02/2015,Gasoline,Manual,Used
16897,20500,206.15759843345688,Ducati Multistrada 1260,05/2018,Gasoline,Manual,Used
6490,5750,73.0,KTM 690 Duke,03/2017,Gasoline,Manual,Used
6100,53300,64.0,Triumph Bonneville T100,05/2005,Gasoline,Manual,Used
6999,26749,125.0,Honda CB 1000,01/2010,Gasoline,Manual,Used
2990,39229,77.0,Honda CBF 600,06/2004,Gasoline,Manual,Used
9700,2700,65.0,CF Moto Tracker,10/2015,Gasoline,Automatic,Used
2100,1800,11.0,SYM Wolf SB 125 Ni,06/2020,Gasoline,Manual,Used
6990,16110,206.15759843345688,Yamaha MT-09,07/2015,Gasoline,Manual,Used
9000,25900,50.0,BMW R 75/5,06/1973,Gasoline,Manual,Used
25000,400,50.0,BMW R 80 GS,01/1984,Gasoline,Manual,Used
1300,69000,15.0,Honda SH 150,07/2011,Gasoline,Manual,Used
14900,13000,200.0,Kawasaki Ninja H2,06/2019,Gasoline,Semi-automatic,Used
13900,1,145.0,Honda CB 1000,11/2020,Gasoline,Manual,Pre-registered
11550,5480,152.0,Ducati Multistrada 1200,09/2016,Gasoline,Manual,Used
13400,11300,150.0,Triumph Speed Triple 1050,08/2019,Gasoline,Semi-automatic,Used
10000,33000,160.0,KTM 1290 Super Adventure,01/2017,Gasoline,Manual,Used
26600,1,206.15759843345688,BMW S 1000 RR,06/2021,Gasoline,Manual,Used
15999,1750,102.0,Honda CRF 1100,06/2020,Gasoline,Manual,Used
13550,0,105.0,BMW F 900 XR,12/2020,Gasoline,Manual,New
20000,30000,126.0,Ducati 996,02/2000,Gasoline,Manual,Used
10000,508,41.0,CF Moto CForce 600,04/2021,Gasoline,Automatic,Used
6900,12686,116.0,Suzuki GSX-S 750,06/2017,Gasoline,Manual,Used
6000,22600,75.0,KTM 690 Duke,03/2016,Gasoline,Manual,Used
7000,7000,125.0,Yamaha YZF-R6,10/2005,Gasoline,Manual,Used
10699,0,206.15759843345688,Kawasaki Z 900,01/2021,Gasoline,Manual,New
900,34456,15.0,Honda PS 125i,06/2009,Gasoline,Manual,Used
7899,1241,206.15759843345688,Suzuki SV 650,01/2021,Gasoline,Manual,Used
8999,34272,110.0,BMW R 1200 GS Adventure,05/2012,Gasoline,Manual,Used
8280,77,73.0,Yamaha Tracer 700,12/2020,Gasoline,Manual,Used
12000,3445,110.0,MV Agusta Turismo Veloce 800,07/2018,Gasoline,Manual,Used
7000,12000,105.0,KTM 790 Duke,10/2018,Gasoline,Manual,Used
34900,150,101.0,Polaris General,04/2021,Gasoline,Automatic,New
21800,885,72.0,BMW R 100 RS,03/1981,Gasoline,Manual,Used
8400,55554,197.0,Suzuki Hayabusa,02/2010,Gasoline,Manual,Used
7950,3761,29.0,Others,05/2020,Gasoline,Manual,Used
9000,55160,88.0,Harley-Davidson Dyna Wide Glide,04/2010,Gasoline,Manual,Used
14500,20000,160.0,Ducati XDiavel,09/2016,Gasoline,Manual,Used
45000,7510,206.15759843345688,Honda VFR 750,10/1991,Gasoline,Manual,Used
250,46549,14.0,Aprilia Leonardo 150,07/2001,Gasoline,Manual,Used
11499,2500,163.0,Ducati 1198,12/2015,Gasoline,Manual,Used
6279,0,206.15759843345688,Piaggio,01/2021,Gasoline,Manual,New
